"Date","Price","Open","High","Low","Vol.","Change %"
"04/26/2022","11,933.28","12,159.70","12,173.90","11,933.28","55.36M","-1.26%"
"04/25/2022","12,084.98","12,046.01","12,169.64","12,029.55","49.12M","-1.41%"
"04/22/2022","12,258.33","12,214.32","12,316.74","12,203.61","42.21M","-0.35%"
"04/21/2022","12,301.33","12,366.91","12,424.16","12,301.33","45.64M","-0.07%"
"04/20/2022","12,310.17","12,287.57","12,341.09","12,284.69","46.41M","0.23%"
"04/19/2022","12,281.42","12,363.54","12,383.67","12,212.13","43.81M","-1.55%"
"04/14/2022","12,475.08","12,384.47","12,496.97","12,375.71","42.24M","0.78%"
"04/13/2022","12,378.68","12,364.48","12,394.89","12,315.77","35.96M","0.00%"
"04/12/2022","12,378.87","12,402.65","12,433.97","12,337.05","47.61M","-1.20%"
"04/11/2022","12,528.61","12,514.77","12,569.97","12,463.22","53.10M","0.17%"
"04/08/2022","12,507.69","12,488.92","12,507.69","12,422.51","45.45M","1.09%"
"04/07/2022","12,372.46","12,392.89","12,472.08","12,353.28","47.64M","0.42%"
"04/06/2022","12,320.10","12,375.84","12,395.89","12,247.46","50.01M","-0.46%"
"04/05/2022","12,376.97","12,353.52","12,380.57","12,300.17","43.81M","0.29%"
"04/04/2022","12,340.87","12,263.14","12,340.87","12,211.81","37.40M","1.33%"
"04/01/2022","12,179.08","12,157.17","12,212.62","12,136.05","34.75M","0.14%"
"03/31/2022","12,161.53","12,293.06","12,300.67","12,161.53","51.01M","-0.67%"
"03/30/2022","12,243.73","12,268.66","12,327.95","12,225.21","44.52M","-0.66%"
"03/29/2022","12,325.58","12,234.11","12,388.79","12,198.04","55.82M","1.40%"
"03/28/2022","12,155.95","12,159.07","12,264.93","12,151.24","44.34M","0.28%"
"03/25/2022","12,121.67","12,136.22","12,169.14","12,072.06","29.42M","-0.08%"
"03/24/2022","12,131.45","12,108.85","12,147.96","12,069.10","40.18M","0.26%"
"03/23/2022","12,099.50","12,212.60","12,243.60","12,096.45","34.59M","-0.85%"
"03/22/2022","12,202.62","12,161.11","12,232.17","12,101.35","39.18M","0.26%"
"03/21/2022","12,171.28","12,164.44","12,202.29","12,110.59","40.96M","-0.11%"
"03/18/2022","12,184.99","12,075.84","12,184.99","11,997.60","116.92M","1.02%"
"03/17/2022","12,061.87","11,926.61","12,061.87","11,889.28","57.51M","1.35%"
"03/16/2022","11,900.96","11,832.57","11,980.32","11,821.97","65.91M","1.87%"
"03/15/2022","11,682.22","11,599.48","11,702.60","11,510.49","52.96M","0.03%"
"03/14/2022","11,678.94","11,514.31","11,697.42","11,494.99","54.50M","1.59%"
"03/11/2022","11,495.69","11,444.04","11,674.05","11,381.68","66.68M","0.92%"
"03/10/2022","11,391.10","11,517.18","11,546.32","11,388.73","63.39M","-0.89%"
"03/09/2022","11,493.36","11,175.89","11,493.36","11,164.63","90.78M","3.95%"
"03/08/2022","11,057.06","11,116.96","11,370.88","10,958.53","96.81M","-1.32%"
"03/07/2022","11,204.67","11,154.33","11,299.93","10,871.24","97.19M","-0.84%"
"03/04/2022","11,300.13","11,592.76","11,609.53","11,291.84","90.56M","-3.22%"
"03/03/2022","11,675.70","11,838.93","11,878.13","11,658.83","57.69M","-1.65%"
"03/02/2022","11,871.59","11,784.86","11,906.75","11,668.96","76.00M","0.08%"
"03/01/2022","11,862.28","11,987.44","12,021.72","11,789.75","72.01M","-1.04%"
"02/28/2022","11,986.78","11,857.86","11,989.95","11,842.76","75.29M","0.00%"
"02/25/2022","11,987.31","11,672.02","11,995.96","11,665.29","72.14M","3.01%"
"02/24/2022","11,636.76","11,641.66","11,736.23","11,480.76","87.80M","-2.56%"
"02/23/2022","11,941.89","11,988.80","12,125.16","11,941.89","38.25M","-0.15%"
"02/22/2022","11,959.39","11,695.18","11,979.46","11,687.56","53.59M","0.57%"
"02/21/2022","11,891.88","12,055.72","12,095.22","11,852.99","46.65M","-0.98%"
"02/18/2022","12,010.09","12,100.17","12,157.62","11,981.06","45.66M","-0.54%"
"02/17/2022","12,075.27","12,184.84","12,197.86","12,032.73","41.36M","-0.95%"
"02/16/2022","12,191.57","12,212.68","12,268.67","12,166.10","34.61M","0.08%"
"02/15/2022","12,181.86","12,016.07","12,210.60","12,016.07","44.58M","1.29%"
"02/14/2022","12,026.37","12,050.21","12,088.22","11,924.55","56.32M","-1.68%"
"02/11/2022","12,231.97","12,220.87","12,291.65","12,186.25","47.52M","-0.66%"
"02/10/2022","12,313.16","12,377.52","12,391.41","12,279.60","81.14M","-0.44%"
"02/09/2022","12,367.82","12,260.35","12,422.95","12,259.84","46.25M","1.75%"
"02/08/2022","12,155.66","12,218.41","12,256.56","12,131.52","41.80M","-0.31%"
"02/07/2022","12,193.81","12,193.38","12,214.34","12,110.40","38.83M","0.44%"
"02/04/2022","12,140.25","12,289.89","12,305.79","12,121.62","41.37M","-0.77%"
"02/03/2022","12,234.15","12,269.92","12,349.31","12,205.05","49.18M","-1.02%"
"02/02/2022","12,360.37","12,337.52","12,414.42","12,324.92","56.34M","0.00%"
"02/01/2022","12,359.80","12,338.54","12,408.80","12,304.83","57.51M","1.09%"
"01/31/2022","12,226.70","12,201.89","12,291.90","12,175.78","46.86M","1.01%"
"01/28/2022","12,104.44","12,154.76","12,166.87","11,958.69","44.82M","-0.60%"
"01/27/2022","12,176.90","11,924.66","12,205.25","11,917.71","47.70M","0.65%"
"01/26/2022","12,098.26","12,053.18","12,161.21","12,042.45","46.06M","1.28%"
"01/25/2022","11,945.69","11,914.33","11,996.17","11,867.78","59.88M","0.54%"
"01/24/2022","11,881.30","12,292.63","12,304.21","11,878.27","78.44M","-3.84%"
"01/21/2022","12,355.54","12,433.29","12,467.02","12,304.02","56.61M","-1.63%"
"01/20/2022","12,560.70","12,510.03","12,575.39","12,449.19","33.59M","0.28%"
"01/19/2022","12,525.69","12,465.28","12,570.06","12,448.44","41.89M","-0.03%"
"01/18/2022","12,529.56","12,556.14","12,562.00","12,484.44","38.85M","-0.82%"
"01/17/2022","12,633.21","12,560.92","12,657.57","12,547.01","33.57M","0.86%"
"01/14/2022","12,525.63","12,512.30","12,596.43","12,506.58","35.25M","-0.75%"
"01/13/2022","12,620.44","12,626.51","12,662.45","12,589.46","35.18M","-0.39%"
"01/12/2022","12,670.47","12,737.89","12,740.61","12,629.38","38.97M","-0.31%"
"01/11/2022","12,709.71","12,740.60","12,772.63","12,691.30","45.52M","0.89%"
"01/10/2022","12,597.35","12,802.76","12,811.17","12,560.70","50.02M","-1.57%"
"01/07/2022","12,797.94","12,754.41","12,821.44","12,715.49","42.71M","0.04%"
"01/06/2022","12,792.28","12,754.51","12,816.12","12,728.44","40.33M","-0.88%"
"01/05/2022","12,906.37","12,868.00","12,906.37","12,825.90","33.32M","0.04%"
"01/04/2022","12,900.97","12,977.59","12,979.76","12,884.48","38.72M","-0.30%"
"01/03/2022","12,939.17","12,934.42","12,997.15","12,905.53","30.07M","0.49%"
