Date,Close,log_returns,log_prices
2022-01-03,12939.17,,9.468014423802948
2022-01-04,12900.97,-0.0029566424816469443,9.4650577813213
2022-01-05,12906.37,0.0004184855997410633,9.465476266921042
2022-01-06,12792.28,-0.008879123966380274,9.456597142954662
2022-01-07,12797.94,0.0004423565012176594,9.45703949945588
2022-01-10,12597.35,-0.01579774609644615,9.441241753359433
2022-01-11,12709.71,0.008879793883982275,9.450121547243416
2022-01-12,12670.47,-0.003092179115068058,9.447029368128348
2022-01-13,12620.44,-0.003956367347738127,9.44307300078061
2022-01-14,12525.63,-0.007540776691318735,9.435532224089291
2022-01-17,12633.21,0.008552115732482045,9.444084339821773
2022-01-18,12529.56,-0.008238408270496649,9.435845931551276
2022-01-19,12525.69,-0.00030891729523952274,9.435537014256036
2022-01-20,12560.7,0.002791156697232505,9.43832817095327
2022-01-21,12355.54,-0.016468346484467496,9.421859824468802
2022-01-24,11881.3,-0.03913880992950205,9.3827210145393
2022-01-25,11945.69,0.005404808307419017,9.38812582284672
2022-01-26,12098.26,0.012691096744772404,9.400816919591492
2022-01-27,12176.9,0.006479073678461961,9.407295993269953
2022-01-28,12104.44,-0.005968386843165717,9.401327606426786
2022-01-31,12226.7,0.010049757553140198,9.411377363979927
2022-02-01,12359.8,0.01082718567106327,9.42220454965099
2022-02-02,12360.37,4.611618772065346e-05,9.422250665838712
2022-02-03,12234.15,-0.010264165199153687,9.411986500639557
2022-02-04,12140.25,-0.007704843157378055,9.40428165748218
2022-02-07,12193.81,0.004402067430698054,9.408683724912878
2022-02-08,12155.66,-0.0031335409942379387,9.40555018391864
2022-02-09,12367.82,0.017303033115723558,9.422853217034364
2022-02-10,12313.16,-0.004429328929751559,9.418423888104611
2022-02-11,12231.97,-0.006615593082108944,9.411808295022503
2022-02-14,12026.37,-0.016951277224062877,9.39485701779844
2022-02-15,12181.86,0.012846221166166757,9.407703238964606
2022-02-16,12191.57,0.0007967693109826319,9.40850000827559
2022-02-17,12075.27,-0.009585169756355177,9.398914838519234
2022-02-18,12010.09,-0.005412429718078849,9.393502408801155
2022-02-21,11891.88,-0.009891315551435815,9.38361109324972
2022-02-22,11959.39,0.005660929609706953,9.389272022859426
2022-02-23,11941.89,-0.0014643569823176133,9.387807665877109
2022-02-24,11636.76,-0.025883333853838734,9.36192433202327
2022-02-25,11987.31,0.029679537199226457,9.391603869222497
2022-02-28,11986.78,-4.421439980288636e-05,9.391559654822693
2022-03-01,11862.28,-0.010440757914210265,9.381118896908482
2022-03-02,11871.59,0.0007845328618989032,9.381903429770382
2022-03-03,11675.7,-0.01663839185719599,9.365265037913186
2022-03-04,11300.13,-0.03269552885415095,9.332569509059034
2022-03-07,11204.67,-0.008483574395585978,9.324085934663449
2022-03-08,11057.06,-0.013261517709072523,9.310824416954377
2022-03-09,11493.36,0.03870033933806632,9.349524756292443
2022-03-10,11391.1,-0.00893712857056102,9.340587627721883
2022-03-11,11495.69,0.009139833772209513,9.34972746149409
2022-03-14,11678.94,0.01581503734512798,9.36554249883922
2022-03-15,11682.22,0.0002808079754216934,9.365823306814642
2022-03-16,11900.96,0.018551041300054555,9.384374348114696
2022-03-17,12061.87,0.013430168189342622,9.397804516304038
2022-03-18,12184.99,0.010155629073766081,9.407960145377805
2022-03-21,12171.28,-0.0011257882629813372,9.406834357114823
2022-03-22,12202.62,0.0025716046485250296,9.409405961763348
2022-03-23,12099.5,-0.008486553346355601,9.400919408416993
2022-03-24,12131.45,0.002637124711673335,9.403556533128667
2022-03-25,12121.67,-0.0008064942184843235,9.402750038910181
2022-03-28,12155.95,0.0028240019229130242,9.405574040833095
2022-03-29,12325.58,0.013858015794093992,9.419432056627189
2022-03-30,12243.73,-0.0066628084221446,9.412769248205045
2022-03-31,12161.53,-0.006736278231435193,9.406032969973609
2022-04-01,12179.08,0.0014420347757279606,9.407475004749337
2022-04-04,12340.87,0.01319679265598088,9.420671797405317
2022-04-05,12376.97,0.0029209692810762454,9.423592766686394
2022-04-06,12320.1,-0.00460541274870801,9.418987353937686
2022-04-07,12372.46,0.004240959906770125,9.423228313844456
2022-04-08,12507.69,0.010870620287992431,9.434098934132448
2022-04-11,12528.61,0.0016711738450825423,9.43577010797753
2022-04-12,12378.87,-0.012023842156893864,9.423746265820638
2022-04-13,12378.68,-1.5348853178489628e-05,9.42373091696746
2022-04-14,12475.08,0.007757416457349908,9.43148833342481
2022-04-19,12281.42,-0.015645503229754044,9.415842830195055
2022-04-20,12310.17,0.002338198798730527,9.418181028993786
2022-04-21,12301.33,-0.0007183633976112375,9.417462665596174
2022-04-22,12258.33,-0.0035016807185435372,9.41396098487763
2022-04-25,12084.98,-0.014242346685561954,9.399718638192068
2022-04-26,11933.28,-0.01263222375511656,9.387086414436952
2022-04-27,12051.48,0.009856338516660469,9.396942752953612
2022-04-28,12068.41,0.0014038208947343585,9.398346573848347
2022-04-29,12128.76,0.004988196978094659,9.403334770826442
2022-05-02,11971.73,-0.013031454730952538,9.390303316095489
2022-05-03,12001.88,0.0025152670703744795,9.392818583165864
2022-05-04,11880.24,-0.010186788433083521,9.382631794732779
2022-05-05,11877.27,-0.00025002620354328307,9.382381768529237
2022-05-06,11730.42,-0.012441021896123112,9.369940746633114
2022-05-09,11444.18,-0.024704163820642663,9.34523658281247
2022-05-10,11541.72,0.008486992937010796,9.353723575749482
2022-05-11,11553.66,0.0010339731204903947,9.354757548869971
2022-05-12,11506.13,-0.004122333057579254,9.350635215812392
2022-05-13,11650.42,0.012462294033759968,9.363097509846153
2022-05-16,11672.23,0.0018702854399096532,9.364967795286063
2022-05-17,11730.44,0.004974656314388198,9.369942451600451
2022-05-18,11579.14,-0.012981969207138892,9.356960482393312
2022-05-19,11309.49,-0.023563007138054495,9.333397475255257
2022-05-20,11308.98,-4.5095888456344825e-05,9.3333523793668
2022-05-23,11466.28,0.013813453827783203,9.347165833194584
2022-05-24,11483.56,0.001505893136118373,9.348671726330702
2022-05-25,11491.8,0.0007172902059678054,9.349389016536671
2022-05-27,11647.17,0.01342949449277364,9.362818511029444
2022-05-30,11736.26,0.007619962603872543,9.370438473633316
2022-05-31,11611.38,-0.010697542955936352,9.35974093067738
2022-06-01,11494.12,-0.010150051434507042,9.349590879242873
2022-06-02,11550.2,0.004867152574462074,9.354458031817336
2022-06-03,11529.16,-0.0018232746340158589,9.352634757183319
2022-06-07,11534.18,0.00043532290459894,9.35307008008792
2022-06-08,11467.39,-0.005807445988737114,9.347262634099181
2022-06-09,11322.43,-0.012721641068139725,9.334540993031041
